SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,Gradelevel,All Students,Female,Male,Gender X,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,71,40.0,31.0,,,3.0,4.0,6.0,,9.0,49.0,4.0,,1.0,7.0,,2.0,2.0,,5.0,67.0,71.0,70.0,64.0,71.0,69,69.0,71.0,66.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,60,27.0,33.0,,,3.0,2.0,5.0,,9.0,41.0,3.0,,,8.0,,,1.0,1.0,15.0,57.0,60.0,60.0,52.0,60.0,60,59.0,59.0,45.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,49,23.0,26.0,,,3.0,4.0,4.0,,6.0,32.0,2.0,,,8.0,,,1.0,1.0,6.0,47.0,49.0,49.0,41.0,49.0,49,48.0,48.0,43.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,83,37.0,46.0,,,2.0,3.0,7.0,,11.0,60.0,5.0,,2.0,19.0,,,2.0,,16.0,78.0,83.0,81.0,64.0,83.0,83,81.0,83.0,67.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,69,33.0,36.0,,3.0,2.0,11.0,8.0,,7.0,38.0,7.0,1.0,1.0,20.0,,,1.0,,16.0,62.0,68.0,68.0,49.0,69.0,69,68.0,69.0,53.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,2nd Grade,74,34.0,40.0,,,3.0,4.0,5.0,,7.0,55.0,2.0,,,18.0,,,2.0,1.0,10.0,72.0,74.0,74.0,56.0,74.0,74,72.0,73.0,64.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,57,24.0,33.0,,,2.0,2.0,5.0,,10.0,38.0,3.0,,,6.0,,,,,17.0,54.0,57.0,57.0,51.0,57.0,57,57.0,57.0,40.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,49,25.0,24.0,,,3.0,4.0,4.0,,9.0,29.0,2.0,,,6.0,,,1.0,1.0,7.0,47.0,49.0,49.0,43.0,49.0,49,48.0,48.0,42.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,75,30.0,45.0,,,1.0,2.0,7.0,,10.0,55.0,3.0,,1.0,18.0,,1.0,1.0,3.0,19.0,72.0,75.0,74.0,57.0,75.0,74,74.0,72.0,56.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,64,31.0,33.0,,2.0,3.0,8.0,7.0,,7.0,37.0,1.0,,1.0,14.0,,,1.0,,17.0,63.0,64.0,63.0,50.0,64.0,64,63.0,64.0,47.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,71,33.0,38.0,,,3.0,4.0,5.0,,7.0,52.0,1.0,,1.0,15.0,,,1.0,2.0,13.0,70.0,71.0,70.0,56.0,71.0,71,70.0,69.0,58.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,3rd Grade,66,30.0,36.0,,,,4.0,4.0,,2.0,56.0,,,,9.0,,,,2.0,12.0,66.0,66.0,66.0,57.0,66.0,66,66.0,64.0,54.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,50,25.0,25.0,,,3.0,6.0,4.0,,8.0,29.0,1.0,,,7.0,,,,1.0,8.0,49.0,50.0,50.0,43.0,50.0,50,50.0,49.0,42.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,72,30.0,42.0,,,1.0,2.0,6.0,,11.0,52.0,3.0,,1.0,16.0,,1.0,,5.0,16.0,69.0,72.0,71.0,56.0,72.0,71,72.0,67.0,56.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,58,29.0,29.0,,2.0,1.0,7.0,8.0,,6.0,34.0,1.0,1.0,2.0,14.0,,,2.0,1.0,16.0,57.0,57.0,56.0,44.0,58.0,58,56.0,57.0,42.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,68,33.0,35.0,,,3.0,3.0,5.0,,6.0,51.0,2.0,,1.0,10.0,,1.0,2.0,2.0,14.0,66.0,68.0,67.0,58.0,68.0,67,66.0,66.0,54.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,73,31.0,42.0,,,,4.0,6.0,,5.0,58.0,,,,10.0,,,2.0,2.0,13.0,73.0,73.0,73.0,63.0,73.0,73,71.0,71.0,60.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,4th Grade,64,29.0,35.0,,2.0,,11.0,7.0,,4.0,40.0,3.0,,,21.0,,,3.0,1.0,14.0,61.0,64.0,64.0,43.0,64.0,64,61.0,63.0,50.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,69,28.0,41.0,,,1.0,2.0,6.0,,10.0,50.0,2.0,,1.0,14.0,,1.0,,4.0,14.0,67.0,69.0,68.0,55.0,69.0,68,69.0,65.0,55.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,58,28.0,30.0,,2.0,1.0,7.0,8.0,,7.0,33.0,,,1.0,11.0,,,2.0,1.0,12.0,58.0,58.0,57.0,47.0,58.0,58,56.0,57.0,46.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,63,30.0,33.0,,,2.0,2.0,4.0,,7.0,48.0,2.0,,1.0,10.0,,,1.0,3.0,10.0,61.0,63.0,62.0,53.0,63.0,63,62.0,60.0,53.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,64,28.0,36.0,,,,3.0,5.0,,5.0,51.0,,,,4.0,,,1.0,3.0,12.0,64.0,64.0,64.0,60.0,64.0,64,63.0,61.0,52.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,64,27.0,37.0,,2.0,,10.0,7.0,,8.0,37.0,2.0,,,19.0,,,1.0,3.0,13.0,62.0,64.0,64.0,45.0,64.0,64,63.0,61.0,51.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,5th Grade,48,24.0,24.0,,,5.0,11.0,2.0,,6.0,24.0,4.0,1.0,2.0,24.0,,,2.0,1.0,7.0,44.0,47.0,46.0,24.0,48.0,48,46.0,47.0,41.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,359,170.0,189.0,,,13.0,18.0,25.0,,59.0,244.0,18.0,,3.0,39.0,,4.0,3.0,6.0,52.0,341.0,359.0,356.0,320.0,359.0,355,356.0,353.0,307.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,368,175.0,193.0,,2.0,14.0,22.0,32.0,,58.0,240.0,22.0,,4.0,54.0,,2.0,8.0,9.0,62.0,346.0,368.0,364.0,314.0,368.0,366,360.0,359.0,306.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,373,175.0,198.0,,2.0,14.0,22.0,34.0,,46.0,255.0,17.0,2.0,5.0,69.0,,2.0,10.0,9.0,64.0,356.0,371.0,368.0,304.0,373.0,371,363.0,364.0,309.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,380,181.0,199.0,,2.0,11.0,20.0,32.0,,45.0,270.0,14.0,,4.0,58.0,,2.0,7.0,5.0,65.0,366.0,380.0,376.0,322.0,380.0,378,373.0,375.0,315.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,413,189.0,224.0,,5.0,9.0,35.0,38.0,,47.0,279.0,21.0,1.0,3.0,91.0,,,9.0,7.0,65.0,392.0,412.0,410.0,322.0,413.0,413,404.0,406.0,348.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,AllGrades,411,188.0,223.0,,5.0,11.0,43.0,31.0,,36.0,285.0,17.0,1.0,2.0,97.0,,,11.0,5.0,55.0,394.0,410.0,409.0,314.0,411.0,411,400.0,406.0,356.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Half-day Kindergarten,48,26.0,22.0,,,2.0,3.0,4.0,,8.0,31.0,5.0,,,9.0,,,,,4.0,43.0,48.0,48.0,39.0,48.0,48,48.0,48.0,44.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Half-day Kindergarten,88,42.0,46.0,,,2.0,2.0,6.0,,11.0,67.0,3.0,,,8.0,,,3.0,,3.0,85.0,88.0,88.0,80.0,88.0,88,85.0,88.0,85.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Kindergarten,58,30.0,28.0,,,3.0,1.0,1.0,,11.0,42.0,3.0,,,2.0,,1.0,,,3.0,55.0,58.0,58.0,56.0,58.0,57,58.0,58.0,55.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Kindergarten,60,27.0,33.0,,,3.0,2.0,3.0,,13.0,39.0,9.0,,2.0,6.0,,,3.0,1.0,6.0,51.0,60.0,58.0,54.0,60.0,60,57.0,59.0,54.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Kindergarten,67,33.0,34.0,,,3.0,5.0,6.0,,7.0,46.0,5.0,1.0,1.0,10.0,,1.0,2.0,,7.0,62.0,66.0,66.0,57.0,67.0,66,65.0,67.0,60.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Kindergarten,52,26.0,26.0,,,,,5.0,,8.0,39.0,2.0,,,5.0,,,,,3.0,50.0,52.0,52.0,47.0,52.0,52,52.0,52.0,49.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2181.0,Alki Elementary School,101061.0,P,Kindergarten,2,2.0,,,,,,,,,2.0,,,,1.0,,,1.0,,,2.0,2.0,2.0,1.0,2.0,2,1.0,2.0,2.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,110,60.0,50.0,,,4.0,2.0,15.0,,19.0,70.0,11.0,4.0,1.0,17.0,,,,1.0,14.0,99.0,106.0,109.0,93.0,110.0,110,110.0,109.0,96.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,92,45.0,47.0,,,6.0,2.0,12.0,,15.0,57.0,8.0,,3.0,20.0,,,2.0,2.0,21.0,84.0,92.0,89.0,72.0,92.0,92,90.0,90.0,71.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,106,51.0,55.0,,,5.0,10.0,16.0,,10.0,65.0,12.0,,3.0,24.0,,,5.0,,12.0,94.0,106.0,103.0,82.0,106.0,106,101.0,106.0,94.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,76,33.0,43.0,,,5.0,7.0,10.0,,9.0,45.0,8.0,,1.0,19.0,,,1.0,,16.0,68.0,76.0,75.0,57.0,76.0,76,75.0,76.0,60.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,67,24.0,43.0,,,5.0,3.0,4.0,1.0,9.0,45.0,3.0,,1.0,16.0,,,,1.0,18.0,64.0,67.0,66.0,51.0,67.0,67,67.0,66.0,49.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,1st Grade,73,37.0,36.0,,1.0,3.0,7.0,9.0,,9.0,44.0,5.0,1.0,,25.0,,,,1.0,14.0,68.0,72.0,73.0,48.0,73.0,73,73.0,72.0,59.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,95,46.0,49.0,,,5.0,2.0,11.0,,15.0,62.0,7.0,,1.0,19.0,,1.0,,1.0,21.0,88.0,95.0,94.0,76.0,95.0,94,95.0,94.0,74.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,99,44.0,55.0,,,6.0,9.0,14.0,1.0,8.0,61.0,10.0,,1.0,24.0,,,1.0,2.0,14.0,89.0,99.0,98.0,75.0,99.0,99,98.0,97.0,85.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,78,37.0,41.0,,,6.0,7.0,8.0,,10.0,47.0,6.0,1.0,2.0,17.0,,,1.0,,18.0,72.0,77.0,76.0,61.0,78.0,78,77.0,78.0,60.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,75,30.0,45.0,,,7.0,3.0,3.0,1.0,10.0,51.0,4.0,,1.0,21.0,,,1.0,2.0,17.0,71.0,75.0,74.0,54.0,75.0,75,74.0,73.0,58.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,73,38.0,35.0,,1.0,4.0,7.0,10.0,,8.0,43.0,7.0,1.0,1.0,21.0,1.0,,,3.0,13.0,66.0,72.0,72.0,52.0,72.0,73,73.0,70.0,60.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,2nd Grade,57,26.0,31.0,,,4.0,6.0,6.0,1.0,10.0,30.0,3.0,,2.0,22.0,,,,,16.0,54.0,57.0,55.0,35.0,57.0,57,57.0,57.0,41.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,96,45.0,51.0,,,6.0,6.0,16.0,1.0,7.0,60.0,4.0,,,22.0,,,1.0,2.0,15.0,92.0,96.0,96.0,74.0,96.0,96,95.0,94.0,81.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,75,35.0,40.0,,,6.0,5.0,6.0,,11.0,47.0,5.0,,,14.0,,,,3.0,18.0,70.0,75.0,75.0,61.0,75.0,75,75.0,72.0,57.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,88,40.0,48.0,,,8.0,4.0,4.0,1.0,16.0,55.0,8.0,,1.0,25.0,,,1.0,1.0,23.0,80.0,88.0,87.0,63.0,88.0,88,87.0,87.0,65.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,84,44.0,40.0,,1.0,3.0,7.0,10.0,,8.0,55.0,7.0,1.0,4.0,24.0,1.0,,,1.0,16.0,77.0,83.0,80.0,60.0,83.0,84,84.0,83.0,68.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,62,26.0,36.0,,,5.0,7.0,8.0,1.0,10.0,31.0,5.0,1.0,5.0,21.0,,,1.0,,21.0,57.0,61.0,57.0,41.0,62.0,62,61.0,62.0,41.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,3rd Grade,64,30.0,34.0,,1.0,3.0,8.0,8.0,,4.0,40.0,2.0,,1.0,25.0,,,,1.0,21.0,62.0,64.0,63.0,39.0,64.0,64,64.0,63.0,43.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,80,41.0,39.0,,,6.0,3.0,7.0,,11.0,53.0,6.0,,,14.0,,,,4.0,17.0,74.0,80.0,80.0,66.0,80.0,80,80.0,76.0,63.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,92,40.0,52.0,,1.0,8.0,4.0,5.0,1.0,19.0,54.0,9.0,,2.0,26.0,,,1.0,1.0,24.0,83.0,92.0,90.0,66.0,92.0,92,91.0,91.0,68.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,88,45.0,43.0,,1.0,5.0,6.0,9.0,,9.0,58.0,8.0,1.0,3.0,29.0,,,4.0,1.0,24.0,80.0,87.0,85.0,59.0,88.0,88,84.0,87.0,64.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,58,27.0,31.0,,,4.0,8.0,9.0,1.0,8.0,28.0,5.0,,5.0,20.0,,,2.0,,16.0,53.0,58.0,53.0,38.0,58.0,58,56.0,58.0,42.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,65,30.0,35.0,,1.0,4.0,11.0,9.0,,4.0,36.0,2.0,,3.0,30.0,,,1.0,1.0,19.0,63.0,65.0,62.0,35.0,65.0,65,64.0,64.0,46.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,4th Grade,59,27.0,32.0,,,4.0,4.0,6.0,,4.0,41.0,2.0,,2.0,16.0,,,,3.0,11.0,57.0,59.0,57.0,43.0,59.0,59,59.0,56.0,48.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,89,36.0,53.0,,1.0,9.0,3.0,4.0,1.0,19.0,52.0,8.0,,1.0,27.0,,,,3.0,24.0,81.0,89.0,88.0,62.0,89.0,89,89.0,86.0,65.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,81,41.0,40.0,,1.0,4.0,6.0,9.0,,8.0,53.0,5.0,,2.0,21.0,,,1.0,6.0,22.0,76.0,81.0,79.0,60.0,81.0,81,80.0,75.0,59.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,60,31.0,29.0,,,4.0,6.0,9.0,,12.0,29.0,4.0,,6.0,22.0,,,4.0,,15.0,56.0,60.0,54.0,38.0,60.0,60,56.0,60.0,45.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,66,32.0,34.0,,1.0,5.0,10.0,8.0,,4.0,38.0,2.0,,2.0,29.0,,,,1.0,17.0,64.0,66.0,64.0,37.0,66.0,66,66.0,65.0,49.0,02/11/2020 12:00:00 AM
2015-16,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,63,29.0,34.0,,,5.0,7.0,6.0,,3.0,42.0,3.0,,4.0,18.0,,,1.0,2.0,12.0,60.0,63.0,59.0,45.0,63.0,63,62.0,61.0,51.0,02/11/2020 12:00:00 AM
2014-15,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,5th Grade,40,22.0,18.0,,1.0,1.0,14.0,9.0,,4.0,11.0,5.0,,,27.0,,,,2.0,14.0,35.0,40.0,40.0,13.0,40.0,40,40.0,38.0,26.0,02/11/2020 12:00:00 AM
2019-20,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,AllGrades,593,292.0,300.0,1.0,2.0,34.0,23.0,71.0,2.0,96.0,365.0,44.0,4.0,7.0,120.0,,1.0,1.0,13.0,103.0,549.0,589.0,586.0,473.0,593.0,592,592.0,580.0,490.0,02/11/2020 12:00:00 AM
2018-19,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,AllGrades,585,285.0,300.0,,2.0,36.0,32.0,67.0,2.0,92.0,354.0,45.0,3.0,10.0,130.0,,1.0,6.0,14.0,113.0,540.0,582.0,575.0,455.0,585.0,584,579.0,571.0,472.0,02/11/2020 12:00:00 AM
2017-18,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,AllGrades,526,254.0,272.0,,1.0,36.0,35.0,62.0,1.0,75.0,316.0,46.0,2.0,18.0,136.0,,,17.0,2.0,109.0,480.0,524.0,508.0,390.0,526.0,526,509.0,524.0,417.0,02/11/2020 12:00:00 AM
2016-17,School,King,Puget Sound Educational Service District 121,100006,17001,Seattle School District #1,100229,2730.0,Arbor Heights Elementary School,101102.0,P,AllGrades,473,219.0,254.0,,2.0,29.0,43.0,59.0,2.0,55.0,283.0,37.0,1.0,14.0,135.0,1.0,,5.0,4.0,91.0,436.0,472.0,459.0,338.0,472.0,473,468.0,469.0,382.0,02/11/2020 12:00:00 AM
